"image_id","source_dataset","source_image_id","source_license","source_url","image_path","width","height"
"coco_253967","COCO","253967","","","images/coco_000000253967.jpg","640","426"
"coco_448535","COCO","448535","","","images/coco_000000448535.jpg","640","480"
"coco_460684","COCO","460684","","","images/coco_000000460684.jpg","640","480"
"coco_11699","COCO","11699","","","images/coco_000000011699.jpg","480","640"
"coco_189244","COCO","189244","","","images/coco_000000189244.jpg","640","480"
"coco_257971","COCO","257971","","","images/coco_000000257971.jpg","640","480"
"coco_35076","COCO","35076","","","images/coco_000000035076.jpg","640","425"
"coco_219261","COCO","219261","","","images/coco_000000219261.jpg","640","480"
"coco_110392","COCO","110392","","","images/coco_000000110392.jpg","640","426"
"coco_435823","COCO","435823","","","images/coco_000000435823.jpg","500","456"
"coco_297578","COCO","297578","","","images/coco_000000297578.jpg","500","281"
"coco_409708","COCO","409708","","","images/coco_000000409708.jpg","640","427"
"coco_323327","COCO","323327","","","images/coco_000000323327.jpg","640","480"
"coco_87479","COCO","87479","","","images/coco_000000087479.jpg","500","272"
"coco_50380","COCO","50380","","","images/coco_000000050380.jpg","640","427"
"coco_499031","COCO","499031","","","images/coco_000000499031.jpg","427","640"
"coco_300876","COCO","300876","","","images/coco_000000300876.jpg","640","599"
"coco_506115","COCO","506115","","","images/coco_000000506115.jpg","640","480"
"coco_28688","COCO","28688","","","images/coco_000000028688.jpg","500","333"
"coco_420234","COCO","420234","","","images/coco_000000420234.jpg","640","399"
"coco_147685","COCO","147685","","","images/coco_000000147685.jpg","640","426"
"coco_356570","COCO","356570","","","images/coco_000000356570.jpg","640","427"
"coco_309900","COCO","309900","","","images/coco_000000309900.jpg","480","640"
"coco_579231","COCO","579231","","","images/coco_000000579231.jpg","640","426"
"coco_41990","COCO","41990","","","images/coco_000000041990.jpg","640","480"
"coco_516503","COCO","516503","","","images/coco_000000516503.jpg","500","375"
"coco_93329","COCO","93329","","","images/coco_000000093329.jpg","640","427"
"coco_235486","COCO","235486","","","images/coco_000000235486.jpg","640","399"
"coco_15345","COCO","15345","","","images/coco_000000015345.jpg","640","480"
"coco_203509","COCO","203509","","","images/coco_000000203509.jpg","500","375"
"coco_217078","COCO","217078","","","images/coco_000000217078.jpg","500","320"
"coco_357279","COCO","357279","","","images/coco_000000357279.jpg","640","360"
"coco_37456","COCO","37456","","","images/coco_000000037456.jpg","500","333"
"coco_448983","COCO","448983","","","images/coco_000000448983.jpg","480","640"
"coco_78823","COCO","78823","","","images/coco_000000078823.jpg","640","480"
"coco_172330","COCO","172330","","","images/coco_000000172330.jpg","640","480"
"coco_168890","COCO","168890","","","images/coco_000000168890.jpg","640","480"
"coco_307511","COCO","307511","","","images/coco_000000307511.jpg","640","480"
"coco_442210","COCO","442210","","","images/coco_000000442210.jpg","375","500"
"coco_304917","COCO","304917","","","images/coco_000000304917.jpg","640","480"
"coco_281102","COCO","281102","","","images/coco_000000281102.jpg","405","640"
"coco_73622","COCO","73622","","","images/coco_000000073622.jpg","640","431"
"coco_414510","COCO","414510","","","images/coco_000000414510.jpg","480","640"
"coco_174043","COCO","174043","","","images/coco_000000174043.jpg","640","485"
"coco_354537","COCO","354537","","","images/coco_000000354537.jpg","640","427"
"coco_116061","COCO","116061","","","images/coco_000000116061.jpg","500","375"
"coco_148055","COCO","148055","","","images/coco_000000148055.jpg","640","427"
"coco_267802","COCO","267802","","","images/coco_000000267802.jpg","640","427"
"coco_503765","COCO","503765","","","images/coco_000000503765.jpg","640","425"
"coco_133923","COCO","133923","","","images/coco_000000133923.jpg","640","429"
"coco_416385","COCO","416385","","","images/coco_000000416385.jpg","640","425"
"coco_76595","COCO","76595","","","images/coco_000000076595.jpg","640","480"
"coco_487530","COCO","487530","","","images/coco_000000487530.jpg","640","480"
"coco_439623","COCO","439623","","","images/coco_000000439623.jpg","480","640"
"coco_15667","COCO","15667","","","images/coco_000000015667.jpg","500","333"
"coco_83364","COCO","83364","","","images/coco_000000083364.jpg","480","640"
"coco_197462","COCO","197462","","","images/coco_000000197462.jpg","612","612"
"coco_128586","COCO","128586","","","images/coco_000000128586.jpg","500","382"
"coco_428366","COCO","428366","","","images/coco_000000428366.jpg","480","640"
"coco_96762","COCO","96762","","","images/coco_000000096762.jpg","640","426"
"coco_25864","COCO","25864","","","images/coco_000000025864.jpg","426","640"
"coco_417216","COCO","417216","","","images/coco_000000417216.jpg","426","640"
"coco_555696","COCO","555696","","","images/coco_000000555696.jpg","640","424"
"coco_538064","COCO","538064","","","images/coco_000000538064.jpg","426","640"
"coco_515289","COCO","515289","","","images/coco_000000515289.jpg","639","640"
"coco_450359","COCO","450359","","","images/coco_000000450359.jpg","640","480"
"coco_562232","COCO","562232","","","images/coco_000000562232.jpg","480","640"
"coco_455610","COCO","455610","","","images/coco_000000455610.jpg","640","408"
"coco_63240","COCO","63240","","","images/coco_000000063240.jpg","602","640"
"coco_75001","COCO","75001","","","images/coco_000000075001.jpg","640","415"
"coco_554459","COCO","554459","","","images/coco_000000554459.jpg","640","426"
"coco_263828","COCO","263828","","","images/coco_000000263828.jpg","640","427"
"coco_492362","COCO","492362","","","images/coco_000000492362.jpg","427","640"
"coco_255248","COCO","255248","","","images/coco_000000255248.jpg","640","426"
"coco_482187","COCO","482187","","","images/coco_000000482187.jpg","612","612"
"coco_364243","COCO","364243","","","images/coco_000000364243.jpg","640","426"
"coco_410319","COCO","410319","","","images/coco_000000410319.jpg","640","480"
"coco_84241","COCO","84241","","","images/coco_000000084241.jpg","640","396"
"coco_117037","COCO","117037","","","images/coco_000000117037.jpg","500","375"
"coco_19456","COCO","19456","","","images/coco_000000019456.jpg","640","480"
"coco_78627","COCO","78627","","","images/coco_000000078627.jpg","500","375"
"coco_137118","COCO","137118","","","images/coco_000000137118.jpg","640","480"
"coco_394460","COCO","394460","","","images/coco_000000394460.jpg","640","428"
"coco_548962","COCO","548962","","","images/coco_000000548962.jpg","640","480"
"coco_373655","COCO","373655","","","images/coco_000000373655.jpg","612","612"
"coco_463498","COCO","463498","","","images/coco_000000463498.jpg","480","640"
"coco_124712","COCO","124712","","","images/coco_000000124712.jpg","640","480"
"coco_300137","COCO","300137","","","images/coco_000000300137.jpg","640","428"
"coco_387098","COCO","387098","","","images/coco_000000387098.jpg","640","480"
"coco_369685","COCO","369685","","","images/coco_000000369685.jpg","640","480"
"coco_182523","COCO","182523","","","images/coco_000000182523.jpg","640","480"
"coco_293802","COCO","293802","","","images/coco_000000293802.jpg","425","640"
"coco_75713","COCO","75713","","","images/coco_000000075713.jpg","428","500"
"coco_502963","COCO","502963","","","images/coco_000000502963.jpg","640","480"
"coco_333114","COCO","333114","","","images/coco_000000333114.jpg","427","640"
"coco_372817","COCO","372817","","","images/coco_000000372817.jpg","640","429"
"coco_542302","COCO","542302","","","images/coco_000000542302.jpg","428","640"
"coco_209048","COCO","209048","","","images/coco_000000209048.jpg","640","429"
"coco_227204","COCO","227204","","","images/coco_000000227204.jpg","640","480"
"coco_43961","COCO","43961","","","images/coco_000000043961.jpg","640","480"
"coco_299946","COCO","299946","","","images/coco_000000299946.jpg","375","500"
"coco_47837","COCO","47837","","","images/coco_000000047837.jpg","640","428"
"coco_92935","COCO","92935","","","images/coco_000000092935.jpg","425","640"
"coco_203697","COCO","203697","","","images/coco_000000203697.jpg","640","359"
"coco_426523","COCO","426523","","","images/coco_000000426523.jpg","640","427"
"coco_370270","COCO","370270","","","images/coco_000000370270.jpg","480","640"
"coco_427783","COCO","427783","","","images/coco_000000427783.jpg","640","428"
"coco_195896","COCO","195896","","","images/coco_000000195896.jpg","640","457"
"coco_578237","COCO","578237","","","images/coco_000000578237.jpg","640","480"
"coco_17364","COCO","17364","","","images/coco_000000017364.jpg","640","428"
"coco_216449","COCO","216449","","","images/coco_000000216449.jpg","640","480"
"coco_576875","COCO","576875","","","images/coco_000000576875.jpg","640","427"
"coco_101913","COCO","101913","","","images/coco_000000101913.jpg","500","323"
"coco_352235","COCO","352235","","","images/coco_000000352235.jpg","640","399"
"coco_459195","COCO","459195","","","images/coco_000000459195.jpg","500","375"
"coco_557633","COCO","557633","","","images/coco_000000557633.jpg","640","480"
"coco_485480","COCO","485480","","","images/coco_000000485480.jpg","640","281"
"coco_129945","COCO","129945","","","images/coco_000000129945.jpg","640","320"
"coco_442836","COCO","442836","","","images/coco_000000442836.jpg","640","457"
"coco_33006","COCO","33006","","","images/coco_000000033006.jpg","500","375"
"coco_232160","COCO","232160","","","images/coco_000000232160.jpg","500","328"
"coco_27569","COCO","27569","","","images/coco_000000027569.jpg","640","360"
"coco_78671","COCO","78671","","","images/coco_000000078671.jpg","640","255"
"coco_307800","COCO","307800","","","images/coco_000000307800.jpg","640","480"
"coco_28719","COCO","28719","","","images/coco_000000028719.jpg","640","480"
"coco_568765","COCO","568765","","","images/coco_000000568765.jpg","640","427"
"coco_177207","COCO","177207","","","images/coco_000000177207.jpg","448","299"
"coco_514797","COCO","514797","","","images/coco_000000514797.jpg","640","439"
"coco_358247","COCO","358247","","","images/coco_000000358247.jpg","640","477"
"coco_560439","COCO","560439","","","images/coco_000000560439.jpg","640","425"
"coco_476569","COCO","476569","","","images/coco_000000476569.jpg","640","426"
"coco_175615","COCO","175615","","","images/coco_000000175615.jpg","640","329"
"coco_76844","COCO","76844","","","images/coco_000000076844.jpg","640","480"
"coco_519565","COCO","519565","","","images/coco_000000519565.jpg","640","480"
"coco_110156","COCO","110156","","","images/coco_000000110156.jpg","640","479"
"coco_412419","COCO","412419","","","images/coco_000000412419.jpg","640","428"
"coco_286313","COCO","286313","","","images/coco_000000286313.jpg","500","332"
"coco_266922","COCO","266922","","","images/coco_000000266922.jpg","500","332"
"coco_446920","COCO","446920","","","images/coco_000000446920.jpg","640","426"
"coco_259665","COCO","259665","","","images/coco_000000259665.jpg","640","426"
"coco_420916","COCO","420916","","","images/coco_000000420916.jpg","640","400"
"coco_97946","COCO","97946","","","images/coco_000000097946.jpg","512","640"
"coco_414501","COCO","414501","","","images/coco_000000414501.jpg","480","640"
"coco_421209","COCO","421209","","","images/coco_000000421209.jpg","640","427"
"coco_443769","COCO","443769","","","images/coco_000000443769.jpg","640","491"
"coco_376521","COCO","376521","","","images/coco_000000376521.jpg","640","480"
"coco_510798","COCO","510798","","","images/coco_000000510798.jpg","640","480"
"coco_316617","COCO","316617","","","images/coco_000000316617.jpg","640","480"
"coco_328430","COCO","328430","","","images/coco_000000328430.jpg","433","640"
"coco_509403","COCO","509403","","","images/coco_000000509403.jpg","640","427"
"coco_101860","COCO","101860","","","images/coco_000000101860.jpg","480","640"
"coco_489799","COCO","489799","","","images/coco_000000489799.jpg","640","425"
"coco_47516","COCO","47516","","","images/coco_000000047516.jpg","640","437"
"coco_36810","COCO","36810","","","images/coco_000000036810.jpg","640","480"
"coco_155319","COCO","155319","","","images/coco_000000155319.jpg","640","406"
"coco_506561","COCO","506561","","","images/coco_000000506561.jpg","640","480"
"coco_561745","COCO","561745","","","images/coco_000000561745.jpg","640","480"
"coco_444899","COCO","444899","","","images/coco_000000444899.jpg","640","431"
"coco_302206","COCO","302206","","","images/coco_000000302206.jpg","640","367"
"coco_376773","COCO","376773","","","images/coco_000000376773.jpg","640","480"
"coco_513054","COCO","513054","","","images/coco_000000513054.jpg","640","480"
"coco_301753","COCO","301753","","","images/coco_000000301753.jpg","640","417"
"coco_435012","COCO","435012","","","images/coco_000000435012.jpg","640","480"
"gqa_2410404","GQA","2410404","","","images/gqa_2410404.jpg","500","383"
"gqa_2235","GQA","2235","","","images/gqa_2235.jpg","800","600"
"gqa_2404547","GQA","2404547","","","images/gqa_2404547.jpg","500","334"
"gqa_2383720","GQA","2383720","","","images/gqa_2383720.jpg","500","375"
"gqa_2321128","GQA","2321128","","","images/gqa_2321128.jpg","500","375"
"gqa_2326521","GQA","2326521","","","images/gqa_2326521.jpg","500","333"
"gqa_2353013","GQA","2353013","","","images/gqa_2353013.jpg","375","500"
"gqa_3571","GQA","3571","","","images/gqa_3571.jpg","800","541"
"gqa_2403841","GQA","2403841","","","images/gqa_2403841.jpg","281","500"
"gqa_1160086","GQA","1160086","","","images/gqa_1160086.jpg","1024","680"
"gqa_2376932","GQA","2376932","","","images/gqa_2376932.jpg","500","375"
"gqa_2370252","GQA","2370252","","","images/gqa_2370252.jpg","500","334"
"gqa_2317453","GQA","2317453","","","images/gqa_2317453.jpg","375","500"
"gqa_2363535","GQA","2363535","","","images/gqa_2363535.jpg","500","281"
"gqa_2363329","GQA","2363329","","","images/gqa_2363329.jpg","500","333"
"gqa_2395872","GQA","2395872","","","images/gqa_2395872.jpg","500","333"
"gqa_2391592","GQA","2391592","","","images/gqa_2391592.jpg","333","500"
"gqa_1160043","GQA","1160043","","","images/gqa_1160043.jpg","1024","692"
"gqa_2369330","GQA","2369330","","","images/gqa_2369330.jpg","500","333"
"gqa_2406646","GQA","2406646","","","images/gqa_2406646.jpg","500","333"
"gqa_2413868","GQA","2413868","","","images/gqa_2413868.jpg","500","375"
"vaw_2415297","VAW","2415297","","","images/vaw_2415297.jpg","500","357"
"vaw_2322570","VAW","2322570","","","images/vaw_2322570.jpg","328","500"
"vaw_2404386","VAW","2404386","","","images/vaw_2404386.jpg","500","375"
"vaw_713767","VAW","713767","","","images/vaw_713767.jpg","1024","678"
"manual_0002","ManualWeb","jgujy.jpg","","","images/manual_0002.jpg","640","426"
"manual_0003","ManualWeb","pexels-ab-pixels-ng-34221807.jpg","","","images/manual_0003.jpg","6000","4000"
"manual_0004","ManualWeb","pexels-alexmoliski-32290434.jpg","","","images/manual_0004.jpg","9504","6336"
"manual_0005","ManualWeb","pexels-alphatradezone-5833791.jpg","","","images/manual_0005.jpg","4241","2829"
"manual_0006","ManualWeb","pexels-alvin-sadewo-2760291-5250037.jpg","","","images/manual_0006.jpg","3696","2448"
"manual_0007","ManualWeb","pexels-antonius-ferret-5274630.jpg","","","images/manual_0007.jpg","6000","4000"
"manual_0008","ManualWeb","pexels-antonius-ferret-5278786.jpg","","","images/manual_0008.jpg","6000","4000"
"manual_0009","ManualWeb","pexels-armin-rimoldi-5304098.jpg","","","images/manual_0009.jpg","5805","3870"
"manual_0010","ManualWeb","pexels-cedric-fauntleroy-7219231.jpg","","","images/manual_0010.jpg","6000","4004"
"manual_0011","ManualWeb","pexels-cedric-fauntleroy-7219327.jpg","","","images/manual_0011.jpg","6000","4004"
"manual_0012","ManualWeb","pexels-cup-of-couple-6634186.jpg","","","images/manual_0012.jpg","4480","6720"
"manual_0013","ManualWeb","pexels-dhanno-21837398.jpg","","","images/manual_0013.jpg","6000","4000"
"manual_0014","ManualWeb","pexels-eduardo199o9-178988127-32030756.jpg","","","images/manual_0014.jpg","3600","2401"
"manual_0015","ManualWeb","pexels-ekaterina-bolovtsova-6312188.jpg","","","images/manual_0015.jpg","5665","3777"
"manual_0016","ManualWeb","pexels-freestockpro-12932829.jpg","","","images/manual_0016.jpg","6000","4000"
"manual_0017","ManualWeb","pexels-gustavo-fring-4005063.jpg","","","images/manual_0017.jpg","4000","6000"
"manual_0018","ManualWeb","pexels-gustavo-fring-4871878.jpg","","","images/manual_0018.jpg","5760","3840"
"manual_0019","ManualWeb","pexels-gustavo-fring-4871880.jpg","","","images/manual_0019.jpg","5760","3840"
"manual_0020","ManualWeb","pexels-gustavo-fring-8770063.jpg","","","images/manual_0020.jpg","5207","3778"
"manual_0021","ManualWeb","pexels-harem-1617688755-36359126.jpg","","","images/manual_0021.jpg","5689","3793"
"manual_0022","ManualWeb","pexels-irina-aksenova-1784146-3383189.jpg","","","images/manual_0022.jpg","5040","3360"
"manual_0023","ManualWeb","pexels-jersy-4342429.jpg","","","images/manual_0023.jpg","5760","3840"
"manual_0024","ManualWeb","pexels-jibarofoto-17664542.jpg","","","images/manual_0024.jpg","6000","4000"
"manual_0025","ManualWeb","pexels-julianemonarifotografia-24513677.jpg","","","images/manual_0025.jpg","6000","4000"
"manual_0026","ManualWeb","pexels-justebuka-20407102.jpg","","","images/manual_0026.jpg","4176","2784"
"manual_0027","ManualWeb","pexels-kampus-7895731.jpg","","","images/manual_0027.jpg","5666","3782"
"manual_0028","ManualWeb","pexels-kampus-8777830.jpg","","","images/manual_0028.jpg","5518","3684"
"manual_0029","ManualWeb","pexels-kampus-8777831.jpg","","","images/manual_0029.jpg","5621","3752"
"manual_0030","ManualWeb","pexels-kampus-8926076.jpg","","","images/manual_0030.jpg","5219","3484"
"manual_0031","ManualWeb","pexels-kampus-8926079.jpg","","","images/manual_0031.jpg","5573","3720"
"manual_0032","ManualWeb","pexels-keira-burton-6147207.jpg","","","images/manual_0032.jpg","6000","3834"
"manual_0033","ManualWeb","pexels-kevin-malik-8762746.jpg","","","images/manual_0033.jpg","6000","4000"
"manual_0034","ManualWeb","pexels-khanshaheb-14465219.jpg","","","images/manual_0034.jpg","4920","3456"
"manual_0035","ManualWeb","pexels-kindelmedia-7148395.jpg","","","images/manual_0035.jpg","5184","2920"
"manual_0036","ManualWeb","pexels-koolshooters-8530931.jpg","","","images/manual_0036.jpg","6720","4480"
"manual_0037","ManualWeb","pexels-koolshooters-8531189.jpg","","","images/manual_0037.jpg","6720","4480"
"manual_0038","ManualWeb","pexels-luz-productions-459205963-38513876.jpg","","","images/manual_0038.jpg","4496","3000"
"manual_0039","ManualWeb","pexels-mahmoud-yahyaoui-27867132.jpg","","","images/manual_0039.jpg","5568","3712"
"manual_0040","ManualWeb","pexels-n-voitkevich-6214113.jpg","","","images/manual_0040.jpg","3791","5686"
"manual_0041","ManualWeb","pexels-nguy-n-ti-n-th-nh-2150376175-34522945.jpg","","","images/manual_0041.jpg","5472","3648"
"manual_0042","ManualWeb","pexels-norma-mortenson-8457809.jpg","","","images/manual_0042.jpg","6720","4480"
"manual_0043","ManualWeb","pexels-nurseryart-346752.jpg","","","images/manual_0043.jpg","4277","2605"
"manual_0044","ManualWeb","pexels-olly-3769747.jpg","","","images/manual_0044.jpg","5980","3900"
"manual_0045","ManualWeb","pexels-olly-3784374.jpg","","","images/manual_0045.jpg","5760","3840"
"manual_0046","ManualWeb","pexels-polesietoys-6137955.jpg","","","images/manual_0046.jpg","6048","4024"
"manual_0047","ManualWeb","pexels-prince-hasibul-islam-256416769-12565267.jpg","","","images/manual_0047.jpg","6960","4640"
"manual_0048","ManualWeb","pexels-quang-nguyen-vinh-222549-6872204.jpg","","","images/manual_0048.jpg","5451","3634"
"manual_0049","ManualWeb","pexels-ravinepz-19026350.jpg","","","images/manual_0049.jpg","6240","4160"
"manual_0050","ManualWeb","pexels-rdne-7764513.jpg","","","images/manual_0050.jpg","6196","4131"
"manual_0051","ManualWeb","pexels-rdne-8033871.jpg","","","images/manual_0051.jpg","4618","3079"
"manual_0052","ManualWeb","pexels-shafeeque-k-194760372-30730336.jpg","","","images/manual_0052.jpg","6000","4000"
"manual_0053","ManualWeb","pexels-silverkblack-36713482.jpg","","","images/manual_0053.jpg","3840","2160"
"manual_0054","ManualWeb","pexels-sora-shimazaki-5926240.jpg","","","images/manual_0054.jpg","4000","6000"
"manual_0055","ManualWeb","pexels-spencphoto-36346462.jpg","","","images/manual_0055.jpg","8597","5731"
"manual_0056","ManualWeb","pexels-tamanna-rumee-52377920-7986135.jpg","","","images/manual_0056.jpg","6720","4480"
"manual_0057","ManualWeb","pexels-thinh-phan-quoc-2152905777-33449661.jpg","","","images/manual_0057.jpg","2066","2583"
"manual_0058","ManualWeb","pexels-thirdman-5257762.jpg","","","images/manual_0058.jpg","6607","4405"
"manual_0059","ManualWeb","pexels-thirdman-5684439.jpg","","","images/manual_0059.jpg","6576","4384"
"manual_0060","ManualWeb","pexels-thirdman-5684450.jpg","","","images/manual_0060.jpg","6604","4403"
"manual_0061","ManualWeb","pexels-thirdman-5684640.jpg","","","images/manual_0061.jpg","6519","4346"
"manual_0062","ManualWeb","pexels-tkirkgoz-19356159.jpg","","","images/manual_0062.jpg","4897","3264"
"manual_0063","ManualWeb","pexels-vadutskevich-16350052.jpg","","","images/manual_0063.jpg","5707","3810"
"manual_0064","ManualWeb","pexels-vurzie-kim-325095862-35064919.jpg","","","images/manual_0064.jpg","2600","1857"
"manual_0065","ManualWeb","pexels-zaid-isaac-125802287-10044869.jpg","","","images/manual_0065.jpg","6270","4180"
"manual_0066","ManualWeb","pexels-zaid-isaac-125802287-10044882.jpg","","","images/manual_0066.jpg","6273","4182"
"manual_0067","ManualWeb","QQ20260712-110047.png","","","images/manual_0067.png","622","418"
"manual_0068","ManualWeb","QQ20260712-110119.png","","","images/manual_0068.png","565","378"
"manual_0069","ManualWeb","QQ20260712-110151.png","","","images/manual_0069.png","599","387"
"manual_0070","ManualWeb","QQ20260712-161110.png","","","images/manual_0070.png","807","949"
"manual_0071","ManualWeb","QQ20260712-161151.png","","","images/manual_0071.png","565","370"
"manual_0072","ManualWeb","QQ20260712-161824.png","","","images/manual_0072.png","627","416"
"manual_0073","ManualWeb","QQ20260712-161926.png","","","images/manual_0073.png","730","857"
"manual_0075","ManualWeb","QQ20260712-162036.png","","","images/manual_0075.png","577","806"
"manual_0076","ManualWeb","QQ20260712-162104.png","","","images/manual_0076.png","429","431"
"manual_0077","ManualWeb","QQ20260712-162139.png","","","images/manual_0077.png","1195","806"
"manual_0078","ManualWeb","QQ20260712-162223.png","","","images/manual_0078.png","947","462"
"manual_0080","ManualWeb","QQ20260712-162413.png","","","images/manual_0080.png","1209","848"
"manual_0081","ManualWeb","QQ20260712-162503.png","","","images/manual_0081.png","421","855"
"manual_0082","ManualWeb","QQ20260712-162523.png","","","images/manual_0082.png","465","864"
"manual_0083","ManualWeb","QQ20260712-162738.png","","","images/manual_0083.png","1002","875"
"manual_0084","ManualWeb","QQ20260712-162833.png","","","images/manual_0084.png","1230","861"
"manual_0085","ManualWeb","QQ20260712-163230.png","","","images/manual_0085.png","670","427"
"manual_0086","ManualWeb","QQ20260712-163328.png","","","images/manual_0086.png","1012","750"
"manual_0087","ManualWeb","QQ20260712-163510.png","","","images/manual_0087.png","492","321"
"manual_0088","ManualWeb","QQ20260712-163545.png","","","images/manual_0088.png","1193","868"
"manual_0089","ManualWeb","QQ20260712-163617.png","","","images/manual_0089.png","1402","830"
"manual_0090","ManualWeb","QQ20260712-163641.png","","","images/manual_0090.png","579","654"
"manual_0091","ManualWeb","QQ20260712-163718.png","","","images/manual_0091.png","908","790"
"manual_0092","ManualWeb","QQ20260712-163742.png","","","images/manual_0092.png","580","264"
"manual_0093","ManualWeb","QQ20260712-163754.png","","","images/manual_0093.png","555","565"
"manual_0094","ManualWeb","QQ20260712-163936.png","","","images/manual_0094.png","965","873"
"manual_0095","ManualWeb","QQ20260712-164112.png","","","images/manual_0095.png","1035","734"
"manual_0096","ManualWeb","QQ20260712-164138.png","","","images/manual_0096.png","989","794"
"manual_0097","ManualWeb","QQ20260712-164159.png","","","images/manual_0097.png","1028","714"
"manual_0098","ManualWeb","QQ20260712-164724.png","","","images/manual_0098.png","590","520"
"manual_0099","ManualWeb","QQ20260712-164759.png","","","images/manual_0099.png","489","841"
"manual_0100","ManualWeb","QQ20260712-164840.png","","","images/manual_0100.png","653","365"
"manual_0101","ManualWeb","QQ20260712-164930.png","","","images/manual_0101.png","550","480"
"manual_0102","ManualWeb","QQ20260712-164943.png","","","images/manual_0102.png","470","405"
"manual_0103","ManualWeb","QQ20260712-164959.png","","","images/manual_0103.png","495","665"
"manual_0104","ManualWeb","QQ20260712-165017.png","","","images/manual_0104.png","260","455"
"manual_0105","ManualWeb","QQ20260712-165046.png","","","images/manual_0105.png","251","545"
"manual_0106","ManualWeb","QQ20260712-165059.png","","","images/manual_0106.png","293","614"
"manual_20260713_0002","ManualWeb","pexels-aminnaderloei-34737668.jpg","Pexels License","","images/manual_20260713_0002.jpg","5690","3793"
"manual_20260713_0003","ManualWeb","pexels-anastasia-shuraeva-8070661.jpg","Pexels License","","images/manual_20260713_0003.jpg","6000","4000"
"manual_20260713_0004","ManualWeb","pexels-anastasia-shuraeva-8070808.jpg","Pexels License","","images/manual_20260713_0004.jpg","5571","3714"
"manual_20260713_0005","ManualWeb","pexels-anastasia-shuraeva-8070812.jpg","Pexels License","","images/manual_20260713_0005.jpg","5714","3809"
"manual_20260713_0006","ManualWeb","pexels-anastasia-shuraeva-8070816.jpg","Pexels License","","images/manual_20260713_0006.jpg","3947","5921"
"manual_20260713_0007","ManualWeb","pexels-anastasia-shuraeva-8070817.jpg","Pexels License","","images/manual_20260713_0007.jpg","6000","4000"
"manual_20260713_0008","ManualWeb","pexels-anna-nekrashevich-8533223.jpg","Pexels License","","images/manual_20260713_0008.jpg","4077","6115"
"manual_20260713_0009","ManualWeb","pexels-anna-nekrashevich-8534250.jpg","Pexels License","","images/manual_20260713_0009.jpg","4160","6240"
